source,app,title,description,datamodel,"providing_technologies","security_domain",category,"use_case",mitre,killchain,"detection_searches","investigative_searches","contextual_searches","support_searches",qualifiedSearch
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Unusual AWS EC2 Modifications","Identify unusual changes to your AWS EC2 instances that may indicate malicious activity. Modifications to your EC2 instances by previously unseen users is an example of an activity that may warrant further investigation.",,"AWS | Splunk Enterprise Security",,"Cloud Security",,,,"ESCU - EC2 Instance Modified With Previously Unseen User - Rule","ESCU - AWS Investigate User Activities By ARN | ESCU - Get EC2 Instance Details by instanceId | ESCU - Get Notable History",,"ESCU - Previously Seen EC2 Modifications By User",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Unusual Processes","Quickly identify systems running new or unusual processes in your environment that could be indicators of suspicious activity. Processes run from unusual locations those with conspicuously long command lines and rare executables are all examples of activities that may warrant deeper investigation.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,Malware,,"Accessibility Features | Defense Evasion | Execution | Masquerading | Rundll32","Actions on Objectives | Command and Control | Installation","ESCU - Detect Rare Executables - Rule | ESCU - Detect processes used for System Network Configuration Discovery - Rule | ESCU - RunDLL Loading DLL By Ordinal - Rule | ESCU - System Processes Run From Unexpected Locations - Rule | ESCU - Uncommon Processes On Endpoint - Rule | ESCU - Unusually Long Command Line - MLTK - Rule | ESCU - Unusually Long Command Line - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"ESCU - Baseline of Command Line Length - MLTK",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Use of Cleartext Protocols","Leverage searches that detect cleartext network protocols that may leak credentials or should otherwise be encrypted.",,"Bluecoat | Bro | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream",,"Best Practices",,"Collection | Credential Access | Lateral Movement","Actions on Objectives | Reconnaissance","ESCU - Protocols passing authentication in cleartext - Rule","ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Process Information For Port Activity | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Web Fraud Detection","Monitor your environment for activity consistent with common attack techniques bad actors use when attempting to compromise web servers or other web-related assets.",,"Microsoft Exchange | Splunk Enterprise Security | Splunk Stream",,Abuse,,"Create Account | Initial Access | Persistence | Valid Accounts","Actions on Objectives","ESCU - Web Fraud - Account Harvesting - Rule | ESCU - Web Fraud - Anomalous User Clickspeed - Rule | ESCU - Web Fraud - Password Sharing Across Accounts - Rule","ESCU - Get Emails From Specific Sender | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Web Session Information via session_id",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows Defense Evasion Tactics","Detect tactics used by malware to evade defenses on Windows endpoints. A few of these include suspicious `reg.exe` processes files hidden with `attrib.exe` and disabling user-account control among many others",,"Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Splunk Enterprise Security | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"Defense Evasion | Disabling Security Tools | Lateral Movement | Modify Registry | Persistence","Actions on Objectives","ESCU - Disabling Remote User Account Control - Rule | ESCU - Hiding Files And Directories With Attrib.exe - Rule | ESCU - Reg.exe used to hide files/directories via registry keys - Rule | ESCU - Remote Registry Key modifications - Rule | ESCU - Suspicious Reg.exe Process - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows File Extension and Association Abuse","Detect and investigate suspected abuse of file extensions and Windows file associations. Some of the malicious behaviors involved may include inserting spaces before file extensions or prepending the file extension with a different one among other techniques.",,"Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Splunk Enterprise Security | Sysmon | Tanium | Ziften | macOS",,Malware,,"Change Default File Association | Execution | Persistence","Actions on Objectives","ESCU - Execution of File With Spaces Before Extension - Rule | ESCU - Execution of File with Multiple Extensions - Rule | ESCU - Suspicious Changes to File Associations - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows Log Manipulation","Adversaries often try to cover their tracks by manipulating Windows logs. Use these searches to help you monitor for suspicious activity surrounding log files--an essential component of an effective defense.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Nessus | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"Defense Evasion | Impact | Indicator Removal on Host","Actions on Objectives","ESCU - Deleting Shadow Copies - Rule | ESCU - Suspicious wevtutil Usage - Rule | ESCU - USN Journal Deletion - Rule | ESCU - Windows Event Log Cleared - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Get Vulnerability Logs For Endpoint | ESCU - Investigate Web Activity From Host",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows Persistence Techniques","Monitor for activities and techniques associated with maintaining persistence on a Windows system--a sign that an adversary may have compromised your environment.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"AppInit DLLs | Application Shimming | Authentication Package | Defense Evasion | Disabling Security Tools | Execution | Lateral Movement | Local Port Monitor | Modify Existing Service | New Service | Persistence | Privilege Escalation | Registry Run Keys / Start Folder | Scheduled Task","Actions on Objectives | Installation","ESCU - Detect Path Interception By Creation Of program.exe - Rule | ESCU - Hiding Files And Directories With Attrib.exe - Rule | ESCU - Monitor Registry Keys for Print Monitors - Rule | ESCU - Reg.exe Manipulating Windows Services Registry Keys - Rule | ESCU - Reg.exe used to hide files/directories via registry keys - Rule | ESCU - Registry Keys Used For Persistence - Rule | ESCU - Registry Keys for Creating SHIM Databases - Rule | ESCU - Remote Registry Key modifications - Rule | ESCU - Sc.exe Manipulating Windows Services - Rule | ESCU - Schtasks used for forcing a reboot - Rule | ESCU - Shim Database File Creation - Rule | ESCU - Shim Database Installation With Suspicious Parameters - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows Privilege Escalation","Monitor for and investigate activities that may be associated with a Windows privilege-escalation attack including unusual processes running on endpoints modified registry keys and more.",,"Bluecoat | Bro | Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Palo Alto Firewall | Splunk Enterprise Security | Splunk Stream | Sysmon | Tanium | Ziften | macOS",,"Adversary Tactics",,"Accessibility Features | Execution | Exploitation for Privilege Escalation | Persistence | Privilege Escalation","Actions on Objectives | Exploitation","ESCU - Child Processes of Spoolsv.exe - Rule | ESCU - Overwriting Accessibility Binaries - Rule | ESCU - Registry Keys Used For Privilege Escalation - Rule | ESCU - Uncommon Processes On Endpoint - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Registry Activities | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table | ESCU - Investigate Web Activity From Host",,"",
"ESCU Analytic Stories","DA-ESS-ContentUpdate","Windows Service Abuse","Windows services are often used by attackers for persistence and the ability to load drivers or otherwise interact with the Windows kernel. This Analytic Story helps you monitor your environment for indications that Windows services are being modified or created in a suspicious manner.",,"Carbon Black Response | CrowdStrike Falcon | Linux | Microsoft Windows | Splunk Enterprise Security | Sysmon | Tanium | Ziften | macOS",,Malware,,"Defense Evasion | Disabling Security Tools | Execution | Modify Existing Service | New Service | Persistence | Privilege Escalation","Actions on Objectives | Installation","ESCU - First Time Seen Running Windows Service - Rule | ESCU - Reg.exe Manipulating Windows Services Registry Keys - Rule | ESCU - Sc.exe Manipulating Windows Services - Rule","ESCU - Get Authentication Logs For Endpoint | ESCU - Get Notable History | ESCU - Get Notable Info | ESCU - Get Parent Process Info | ESCU - Get Process Info | ESCU - Get Risk Modifiers For Endpoint | ESCU - Get Risk Modifiers For User | ESCU - Get User Information from Identity Table",,"ESCU - Previously Seen Running Windows Services",
